cell,n,tr_wk,wr,pf,expR,totR,maxDD_R,n_long,n_short,slip_0.015R_pf,slip_0.03R_pf,labels,per_year_pf,per_year_n,window,trend_gate,pullback,entry,stop,exit,stage,kill_gate_verdict
W2_1000_1500|TG3_price_vs_vwap|PB2_reclaim|E2_break_reclaim|S2_atr2.5|X3_trail5.0,2069,3.821,38.5,0.875,-0.0719,-148.778,159.243,1008,1061,0.851,0.828,-,"{2016: 0.81, 2017: 0.637, 2018: 0.885, 2019: 0.622, 2020: 0.931, 2021: 1.001, 2022: 1.071, 2023: 0.993, 2024: 1.281, 2025: 0.797, 2026: 0.536}","{2016: 209, 2017: 203, 2018: 198, 2019: 195, 2020: 204, 2021: 190, 2022: 208, 2023: 197, 2024: 186, 2025: 198, 2026: 81}",W2_1000_1500,TG3_price_vs_vwap,PB2_reclaim,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W2_1000_1500|TG3_price_vs_vwap|PB3_wick_close_trend|E1_next_open|S2_atr2.5|X3_trail5.0,2489,4.597,38.9,0.858,-0.0809,-201.416,219.699,1280,1209,0.835,0.812,-,"{2016: 0.73, 2017: 0.737, 2018: 0.826, 2019: 0.64, 2020: 0.823, 2021: 0.817, 2022: 1.16, 2023: 1.15, 2024: 0.854, 2025: 0.805, 2026: 1.269}","{2016: 244, 2017: 239, 2018: 240, 2019: 238, 2020: 243, 2021: 231, 2022: 243, 2023: 242, 2024: 236, 2025: 235, 2026: 98}",W2_1000_1500,TG3_price_vs_vwap,PB3_wick_close_trend,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W2_1000_1500|TG3_price_vs_vwap|PB3_wick_close_trend|E2_break_reclaim|S2_atr2.5|X3_trail5.0,2051,3.788,39.4,0.869,-0.0742,-152.234,175.492,1057,994,0.845,0.821,-,"{2016: 0.806, 2017: 0.674, 2018: 0.868, 2019: 0.62, 2020: 0.855, 2021: 0.776, 2022: 1.129, 2023: 1.241, 2024: 0.908, 2025: 0.781, 2026: 1.219}","{2016: 200, 2017: 206, 2018: 199, 2019: 191, 2020: 203, 2021: 191, 2022: 200, 2023: 199, 2024: 187, 2025: 189, 2026: 86}",W2_1000_1500,TG3_price_vs_vwap,PB3_wick_close_trend,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W2_1000_1500|TG4_slope_drive|PB1_touch_vwap|E1_next_open|S2_atr2.5|X3_trail5.0,2430,4.488,39.5,0.885,-0.0642,-155.948,172.47,1234,1196,0.86,0.837,-,"{2016: 0.573, 2017: 0.674, 2018: 1.087, 2019: 0.671, 2020: 1.002, 2021: 0.971, 2022: 1.053, 2023: 0.972, 2024: 0.886, 2025: 0.981, 2026: 1.204}","{2016: 244, 2017: 233, 2018: 234, 2019: 230, 2020: 238, 2021: 222, 2022: 238, 2023: 237, 2024: 230, 2025: 227, 2026: 97}",W2_1000_1500,TG4_slope_drive,PB1_touch_vwap,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W2_1000_1500|TG4_slope_drive|PB1_touch_vwap|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1565,2.892,40.0,0.877,-0.0686,-107.437,130.698,804,761,0.852,0.828,-,"{2016: 0.6, 2017: 0.722, 2018: 1.08, 2019: 0.592, 2020: 1.057, 2021: 0.888, 2022: 1.075, 2023: 1.018, 2024: 0.784, 2025: 0.902, 2026: 1.475}","{2016: 167, 2017: 151, 2018: 161, 2019: 151, 2020: 152, 2021: 143, 2022: 143, 2023: 150, 2024: 140, 2025: 147, 2026: 60}",W2_1000_1500,TG4_slope_drive,PB1_touch_vwap,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W2_1000_1500|TG4_slope_drive|PB2_reclaim|E1_next_open|S2_atr2.5|X3_trail5.0,1524,2.815,39.8,0.862,-0.0775,-118.061,167.053,776,748,0.838,0.815,-,"{2016: 0.494, 2017: 0.667, 2018: 0.869, 2019: 0.621, 2020: 0.957, 2021: 0.81, 2022: 1.429, 2023: 1.082, 2024: 0.795, 2025: 1.092, 2026: 1.448}","{2016: 163, 2017: 148, 2018: 158, 2019: 148, 2020: 151, 2021: 138, 2022: 143, 2023: 148, 2024: 142, 2025: 132, 2026: 53}",W2_1000_1500,TG4_slope_drive,PB2_reclaim,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W2_1000_1500|TG4_slope_drive|PB2_reclaim|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1390,2.567,38.9,0.843,-0.0894,-124.298,144.326,716,674,0.819,0.796,-,"{2016: 0.454, 2017: 0.694, 2018: 0.884, 2019: 0.632, 2020: 1.025, 2021: 0.879, 2022: 1.456, 2023: 0.922, 2024: 0.697, 2025: 0.964, 2026: 1.284}","{2016: 151, 2017: 131, 2018: 147, 2019: 137, 2020: 129, 2021: 126, 2022: 135, 2023: 136, 2024: 125, 2025: 123, 2026: 50}",W2_1000_1500,TG4_slope_drive,PB2_reclaim,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W2_1000_1500|TG4_slope_drive|PB3_wick_close_trend|E1_next_open|S2_atr2.5|X3_trail5.0,2126,3.926,40.4,0.897,-0.0571,-121.322,174.629,1093,1033,0.872,0.848,-,"{2016: 0.546, 2017: 0.638, 2018: 1.063, 2019: 0.651, 2020: 0.977, 2021: 0.921, 2022: 1.071, 2023: 1.085, 2024: 0.966, 2025: 1.145, 2026: 1.298}","{2016: 216, 2017: 201, 2018: 206, 2019: 208, 2020: 218, 2021: 190, 2022: 207, 2023: 208, 2024: 200, 2025: 191, 2026: 81}",W2_1000_1500,TG4_slope_drive,PB3_wick_close_trend,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W2_1000_1500|TG4_slope_drive|PB3_wick_close_trend|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1729,3.193,40.3,0.893,-0.0587,-101.529,134.972,896,833,0.868,0.843,-,"{2016: 0.58, 2017: 0.692, 2018: 1.086, 2019: 0.644, 2020: 1.112, 2021: 0.74, 2022: 1.103, 2023: 1.037, 2024: 0.882, 2025: 1.087, 2026: 1.316}","{2016: 179, 2017: 163, 2018: 173, 2019: 165, 2020: 174, 2021: 162, 2022: 166, 2023: 172, 2024: 151, 2025: 153, 2026: 71}",W2_1000_1500,TG4_slope_drive,PB3_wick_close_trend,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG1_vwap_slope|PB1_touch_vwap|E1_next_open|S2_atr2.5|X3_trail5.0,2308,4.263,38.6,0.819,-0.1066,-246.023,262.442,1196,1112,0.796,0.775,-,"{2016: 0.465, 2017: 0.676, 2018: 0.864, 2019: 0.664, 2020: 0.932, 2021: 0.731, 2022: 1.359, 2023: 0.938, 2024: 0.857, 2025: 0.775, 2026: 1.276}","{2016: 231, 2017: 227, 2018: 226, 2019: 222, 2020: 224, 2021: 213, 2022: 226, 2023: 216, 2024: 218, 2025: 213, 2026: 92}",W3_1030_1500,TG1_vwap_slope,PB1_touch_vwap,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG1_vwap_slope|PB1_touch_vwap|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1434,2.649,38.8,0.851,-0.085,-121.926,144.771,737,697,0.827,0.804,-,"{2016: 0.526, 2017: 0.82, 2018: 0.886, 2019: 0.645, 2020: 1.031, 2021: 0.771, 2022: 1.528, 2023: 0.946, 2024: 0.75, 2025: 0.753, 2026: 1.618}","{2016: 139, 2017: 144, 2018: 151, 2019: 149, 2020: 138, 2021: 130, 2022: 116, 2023: 128, 2024: 137, 2025: 145, 2026: 57}",W3_1030_1500,TG1_vwap_slope,PB1_touch_vwap,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG1_vwap_slope|PB2_reclaim|E1_next_open|S2_atr2.5|X3_trail5.0,1664,3.075,37.5,0.767,-0.1393,-231.733,245.537,848,816,0.746,0.726,-,"{2016: 0.695, 2017: 0.553, 2018: 0.947, 2019: 0.587, 2020: 0.859, 2021: 0.575, 2022: 1.334, 2023: 0.817, 2024: 0.615, 2025: 0.754, 2026: 1.17}","{2016: 168, 2017: 164, 2018: 162, 2019: 170, 2020: 168, 2021: 151, 2022: 159, 2023: 154, 2024: 153, 2025: 155, 2026: 60}",W3_1030_1500,TG1_vwap_slope,PB2_reclaim,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG1_vwap_slope|PB2_reclaim|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1497,2.766,37.1,0.771,-0.1357,-203.185,214.796,762,735,0.75,0.729,-,"{2016: 0.706, 2017: 0.55, 2018: 0.943, 2019: 0.542, 2020: 0.889, 2021: 0.607, 2022: 1.365, 2023: 0.818, 2024: 0.649, 2025: 0.726, 2026: 1.069}","{2016: 159, 2017: 140, 2018: 152, 2019: 153, 2020: 145, 2021: 138, 2022: 143, 2023: 142, 2024: 128, 2025: 141, 2026: 56}",W3_1030_1500,TG1_vwap_slope,PB2_reclaim,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG1_vwap_slope|PB3_wick_close_trend|E1_next_open|S2_atr2.5|X3_trail5.0,2177,4.021,38.8,0.828,-0.1007,-219.325,238.571,1131,1046,0.805,0.783,-,"{2016: 0.507, 2017: 0.698, 2018: 1.027, 2019: 0.751, 2020: 1.083, 2021: 0.642, 2022: 1.273, 2023: 0.766, 2024: 0.799, 2025: 0.749, 2026: 1.265}","{2016: 216, 2017: 213, 2018: 213, 2019: 211, 2020: 212, 2021: 200, 2022: 211, 2023: 204, 2024: 206, 2025: 205, 2026: 86}",W3_1030_1500,TG1_vwap_slope,PB3_wick_close_trend,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG1_vwap_slope|PB3_wick_close_trend|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1727,3.19,38.8,0.843,-0.0906,-156.54,179.515,889,838,0.82,0.797,-,"{2016: 0.598, 2017: 0.73, 2018: 1.059, 2019: 0.772, 2020: 1.082, 2021: 0.594, 2022: 1.307, 2023: 0.798, 2024: 0.785, 2025: 0.679, 2026: 1.442}","{2016: 172, 2017: 172, 2018: 176, 2019: 169, 2020: 164, 2021: 167, 2022: 158, 2023: 157, 2024: 152, 2025: 168, 2026: 72}",W3_1030_1500,TG1_vwap_slope,PB3_wick_close_trend,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG2_first30m|PB1_touch_vwap|E1_next_open|S2_atr2.5|X3_trail5.0,2307,4.261,39.1,0.824,-0.1016,-234.479,256.576,1168,1139,0.802,0.779,-,"{2016: 0.506, 2017: 0.692, 2018: 0.864, 2019: 0.573, 2020: 1.014, 2021: 0.872, 2022: 1.091, 2023: 0.892, 2024: 0.814, 2025: 0.869, 2026: 1.511}","{2016: 231, 2017: 226, 2018: 226, 2019: 222, 2020: 224, 2021: 213, 2022: 226, 2023: 216, 2024: 218, 2025: 213, 2026: 92}",W3_1030_1500,TG2_first30m,PB1_touch_vwap,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG2_first30m|PB1_touch_vwap|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1544,2.852,39.5,0.842,-0.0896,-138.276,165.169,771,773,0.818,0.796,-,"{2016: 0.592, 2017: 0.727, 2018: 0.901, 2019: 0.582, 2020: 1.051, 2021: 0.897, 2022: 1.208, 2023: 0.845, 2024: 0.726, 2025: 0.804, 2026: 2.244}","{2016: 157, 2017: 156, 2018: 153, 2019: 143, 2020: 155, 2021: 134, 2022: 144, 2023: 147, 2024: 153, 2025: 153, 2026: 49}",W3_1030_1500,TG2_first30m,PB1_touch_vwap,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG2_first30m|PB2_reclaim|E1_next_open|S2_atr2.5|X3_trail5.0,1971,3.64,39.1,0.832,-0.0974,-191.939,220.755,998,973,0.809,0.787,-,"{2016: 0.538, 2017: 0.532, 2018: 0.764, 2019: 0.646, 2020: 0.863, 2021: 1.149, 2022: 1.189, 2023: 0.977, 2024: 0.923, 2025: 0.945, 2026: 1.048}","{2016: 198, 2017: 194, 2018: 191, 2019: 190, 2020: 195, 2021: 184, 2022: 192, 2023: 187, 2024: 184, 2025: 184, 2026: 72}",W3_1030_1500,TG2_first30m,PB2_reclaim,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG2_first30m|PB2_reclaim|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1777,3.282,38.5,0.844,-0.0895,-158.981,180.945,908,869,0.821,0.798,-,"{2016: 0.523, 2017: 0.59, 2018: 0.829, 2019: 0.657, 2020: 0.859, 2021: 1.262, 2022: 1.098, 2023: 0.975, 2024: 0.84, 2025: 1.014, 2026: 0.929}","{2016: 184, 2017: 167, 2018: 172, 2019: 170, 2020: 174, 2021: 166, 2022: 180, 2023: 171, 2024: 166, 2025: 164, 2026: 63}",W3_1030_1500,TG2_first30m,PB2_reclaim,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG2_first30m|PB3_wick_close_trend|E1_next_open|S2_atr2.5|X3_trail5.0,2173,4.013,39.0,0.825,-0.1018,-221.209,239.616,1112,1061,0.803,0.781,-,"{2016: 0.487, 2017: 0.6, 2018: 0.828, 2019: 0.577, 2020: 0.93, 2021: 1.013, 2022: 1.133, 2023: 0.925, 2024: 0.927, 2025: 0.861, 2026: 1.484}","{2016: 215, 2017: 215, 2018: 212, 2019: 208, 2020: 216, 2021: 200, 2022: 213, 2023: 205, 2024: 205, 2025: 200, 2026: 84}",W3_1030_1500,TG2_first30m,PB3_wick_close_trend,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG2_first30m|PB3_wick_close_trend|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1831,3.382,39.5,0.863,-0.078,-142.896,177.543,931,900,0.84,0.817,-,"{2016: 0.532, 2017: 0.652, 2018: 0.865, 2019: 0.593, 2020: 0.972, 2021: 1.062, 2022: 1.184, 2023: 0.995, 2024: 0.937, 2025: 0.839, 2026: 1.548}","{2016: 182, 2017: 179, 2018: 184, 2019: 173, 2020: 183, 2021: 172, 2022: 181, 2023: 167, 2024: 170, 2025: 169, 2026: 71}",W3_1030_1500,TG2_first30m,PB3_wick_close_trend,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG3_price_vs_vwap|PB1_touch_vwap|E1_next_open|S2_atr2.5|X3_trail5.0,2302,4.252,38.3,0.829,-0.1006,-231.561,256.723,1166,1136,0.806,0.784,-,"{2016: 0.573, 2017: 0.57, 2018: 0.822, 2019: 0.712, 2020: 1.086, 2021: 0.937, 2022: 1.078, 2023: 0.785, 2024: 0.799, 2025: 0.872, 2026: 1.404}","{2016: 227, 2017: 225, 2018: 226, 2019: 222, 2020: 224, 2021: 213, 2022: 226, 2023: 216, 2024: 218, 2025: 213, 2026: 92}",W3_1030_1500,TG3_price_vs_vwap,PB1_touch_vwap,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG3_price_vs_vwap|PB1_touch_vwap|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1876,3.465,38.6,0.849,-0.0882,-165.424,191.71,947,929,0.826,0.803,-,"{2016: 0.618, 2017: 0.52, 2018: 0.866, 2019: 0.75, 2020: 1.162, 2021: 0.967, 2022: 1.075, 2023: 0.889, 2024: 0.789, 2025: 0.788, 2026: 1.588}","{2016: 182, 2017: 187, 2018: 192, 2019: 180, 2020: 181, 2021: 179, 2022: 182, 2023: 167, 2024: 172, 2025: 176, 2026: 78}",W3_1030_1500,TG3_price_vs_vwap,PB1_touch_vwap,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG3_price_vs_vwap|PB2_reclaim|E1_next_open|S2_atr2.5|X3_trail5.0,2140,3.953,38.4,0.874,-0.0726,-155.452,169.68,1026,1114,0.851,0.828,-,"{2016: 0.795, 2017: 0.558, 2018: 1.174, 2019: 0.633, 2020: 0.993, 2021: 1.184, 2022: 1.033, 2023: 0.738, 2024: 1.056, 2025: 0.756, 2026: 0.884}","{2016: 217, 2017: 210, 2018: 209, 2019: 210, 2020: 205, 2021: 204, 2022: 208, 2023: 202, 2024: 200, 2025: 194, 2026: 81}",W3_1030_1500,TG3_price_vs_vwap,PB2_reclaim,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG3_price_vs_vwap|PB2_reclaim|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1889,3.489,38.8,0.897,-0.0595,-112.365,124.669,918,971,0.873,0.849,-,"{2016: 0.783, 2017: 0.567, 2018: 1.22, 2019: 0.63, 2020: 0.959, 2021: 1.31, 2022: 1.016, 2023: 0.783, 2024: 1.187, 2025: 0.772, 2026: 0.826}","{2016: 194, 2017: 182, 2018: 187, 2019: 176, 2020: 186, 2021: 178, 2022: 193, 2023: 180, 2024: 169, 2025: 170, 2026: 74}",W3_1030_1500,TG3_price_vs_vwap,PB2_reclaim,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG3_price_vs_vwap|PB3_wick_close_trend|E1_next_open|S2_atr2.5|X3_trail5.0,2302,4.252,38.3,0.829,-0.1006,-231.561,256.723,1166,1136,0.806,0.784,-,"{2016: 0.573, 2017: 0.57, 2018: 0.822, 2019: 0.712, 2020: 1.086, 2021: 0.937, 2022: 1.078, 2023: 0.785, 2024: 0.799, 2025: 0.872, 2026: 1.404}","{2016: 227, 2017: 225, 2018: 226, 2019: 222, 2020: 224, 2021: 213, 2022: 226, 2023: 216, 2024: 218, 2025: 213, 2026: 92}",W3_1030_1500,TG3_price_vs_vwap,PB3_wick_close_trend,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG3_price_vs_vwap|PB3_wick_close_trend|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1876,3.465,38.6,0.849,-0.0882,-165.424,191.71,947,929,0.826,0.803,-,"{2016: 0.618, 2017: 0.52, 2018: 0.866, 2019: 0.75, 2020: 1.162, 2021: 0.967, 2022: 1.075, 2023: 0.889, 2024: 0.789, 2025: 0.788, 2026: 1.588}","{2016: 182, 2017: 187, 2018: 192, 2019: 180, 2020: 181, 2021: 179, 2022: 182, 2023: 167, 2024: 172, 2025: 176, 2026: 78}",W3_1030_1500,TG3_price_vs_vwap,PB3_wick_close_trend,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG4_slope_drive|PB1_touch_vwap|E1_next_open|S2_atr2.5|X3_trail5.0,2064,3.811,40.1,0.864,-0.077,-159.008,183.572,1045,1019,0.84,0.817,-,"{2016: 0.467, 2017: 0.756, 2018: 1.068, 2019: 0.602, 2020: 0.918, 2021: 0.886, 2022: 1.079, 2023: 1.08, 2024: 0.903, 2025: 0.868, 2026: 1.395}","{2016: 206, 2017: 203, 2018: 199, 2019: 196, 2020: 207, 2021: 193, 2022: 202, 2023: 197, 2024: 195, 2025: 186, 2026: 80}",W3_1030_1500,TG4_slope_drive,PB1_touch_vwap,E1_next_open,S2_atr2.5,X3_trail5.0,coarse,DEAD
W3_1030_1500|TG4_slope_drive|PB1_touch_vwap|E2_break_reclaim|S2_atr2.5|X3_trail5.0,1295,2.391,39.8,0.861,-0.0774,-100.211,119.994,653,642,0.837,0.813,-,"{2016: 0.566, 2017: 0.868, 2018: 0.968, 2019: 0.628, 2020: 0.901, 2021: 0.938, 2022: 1.211, 2023: 0.992, 2024: 0.785, 2025: 0.646, 2026: 1.801}","{2016: 131, 2017: 131, 2018: 131, 2019: 124, 2020: 136, 2021: 119, 2022: 116, 2023: 126, 2024: 114, 2025: 122, 2026: 45}",W3_1030_1500,TG4_slope_drive,PB1_touch_vwap,E2_break_reclaim,S2_atr2.5,X3_trail5.0,coarse,DEAD
