level,side,event_type,entry_type,stop_type,exit_type,filter,n,tr_wk,wr,pf,expR,totR,maxDD_R,n_no_retest_skip,flag
prior_close,lower,first_touch_rejection,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,133,0.245,0.3383,0.4403,-0.3932,-52.294,-60.601,0,sub_floor
prior_close,lower,first_touch_rejection,next_bar_open,beyond_extreme_2tk,1.5R,none,1425,2.629,0.3895,0.5719,-0.3362,-479.116,-496.88,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,beyond_extreme_2tk,1.5R,ny_am_only,1072,1.978,0.3834,0.5753,-0.3369,-361.128,-376.748,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,407,0.751,0.3808,0.5426,-0.3568,-145.215,-162.299,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,beyond_extreme_2tk,2R,none,1425,2.629,0.3284,0.5975,-0.3485,-496.571,-516.907,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,beyond_extreme_2tk,2R,ny_am_only,1072,1.978,0.3153,0.5908,-0.3613,-387.266,-405.386,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,407,0.751,0.344,0.6235,-0.3122,-127.066,-151.518,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,1.0xATR,vwap,none,524,0.967,0.3969,0.5587,-0.2831,-148.341,-150.487,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,1.0xATR,vwap,ny_am_only,356,0.657,0.4438,0.5412,-0.239,-85.072,-87.801,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,16,0.03,0.5625,0.8202,-0.1004,-1.607,-3.39,0,sub_floor
prior_close,lower,first_touch_rejection,next_bar_open,1.0xATR,prior_day_mid,none,510,0.941,0.3725,0.5432,-0.3077,-156.913,-155.653,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,1.0xATR,prior_day_mid,ny_am_only,385,0.71,0.3818,0.5436,-0.299,-115.105,-114.164,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,133,0.245,0.3308,0.4326,-0.4036,-53.673,-61.261,0,sub_floor
prior_close,lower,first_touch_rejection,next_bar_open,1.0xATR,1.5R,none,1425,2.629,0.3754,0.5898,-0.3195,-455.327,-461.171,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,1.0xATR,1.5R,ny_am_only,1072,1.978,0.375,0.614,-0.2977,-319.087,-325.459,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,407,0.751,0.3612,0.5057,-0.407,-165.642,-174.333,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,1.0xATR,2R,none,1425,2.629,0.3151,0.6193,-0.3238,-461.368,-474.713,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,1.0xATR,2R,ny_am_only,1072,1.978,0.3069,0.6247,-0.3194,-342.444,-353.778,0,dead
prior_close,lower,first_touch_rejection,next_bar_open,1.0xATR,2R,vwap_slope_agreement,407,0.751,0.3022,0.5388,-0.4171,-169.745,-186.675,0,dead
prior_close,lower,first_touch_rejection,retest_limit,beyond_extreme_2tk,vwap,none,595,1.098,0.3059,0.5565,-0.456,-271.349,-299.432,248,dead
prior_close,lower,first_touch_rejection,retest_limit,beyond_extreme_2tk,vwap,ny_am_only,457,0.843,0.3479,0.6141,-0.3529,-161.262,-190.474,166,dead
prior_close,lower,first_touch_rejection,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,13,0.024,0.1538,0.1766,-1.1201,-14.561,-15.299,81,sub_floor
prior_close,lower,first_touch_rejection,retest_limit,beyond_extreme_2tk,prior_day_mid,none,508,0.937,0.2835,0.5497,-0.4591,-233.235,-231.424,248,dead
prior_close,lower,first_touch_rejection,retest_limit,beyond_extreme_2tk,prior_day_mid,ny_am_only,389,0.718,0.2751,0.5381,-0.4696,-182.659,-182.259,166,dead
prior_close,lower,first_touch_rejection,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,127,0.234,0.2913,0.4156,-0.5398,-68.559,-73.171,81,sub_floor
prior_close,lower,first_touch_rejection,retest_limit,beyond_extreme_2tk,1.5R,none,1190,2.196,0.4756,0.6212,-0.2694,-320.603,-339.548,248,dead
prior_close,lower,first_touch_rejection,retest_limit,beyond_extreme_2tk,1.5R,ny_am_only,906,1.672,0.4746,0.6289,-0.2636,-238.825,-255.284,166,dead
prior_close,lower,first_touch_rejection,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,336,0.62,0.4583,0.5886,-0.3126,-105.02,-122.04,81,dead
prior_close,lower,first_touch_rejection,retest_limit,beyond_extreme_2tk,2R,none,1190,2.196,0.4261,0.661,-0.2855,-339.786,-361.05,248,dead
prior_close,lower,first_touch_rejection,retest_limit,beyond_extreme_2tk,2R,ny_am_only,906,1.672,0.4249,0.6747,-0.2731,-247.472,-269.251,166,dead
prior_close,lower,first_touch_rejection,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,336,0.62,0.3542,0.5265,-0.4405,-147.993,-168.787,81,dead
prior_close,lower,first_touch_rejection,retest_limit,1.0xATR,vwap,none,595,1.098,0.4202,0.5484,-0.2496,-148.504,-151.622,248,dead
prior_close,lower,first_touch_rejection,retest_limit,1.0xATR,vwap,ny_am_only,457,0.843,0.4726,0.5746,-0.1874,-85.649,-89.905,166,dead
prior_close,lower,first_touch_rejection,retest_limit,1.0xATR,vwap,vwap_slope_agreement,13,0.024,0.4615,0.8355,-0.099,-1.287,-4.409,81,sub_floor
prior_close,lower,first_touch_rejection,retest_limit,1.0xATR,prior_day_mid,none,508,0.937,0.3799,0.6283,-0.2446,-124.275,-125.998,248,dead
prior_close,lower,first_touch_rejection,retest_limit,1.0xATR,prior_day_mid,ny_am_only,389,0.718,0.3753,0.6035,-0.2578,-100.275,-104.971,166,dead
prior_close,lower,first_touch_rejection,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,127,0.234,0.315,0.4199,-0.4433,-56.304,-61.958,81,sub_floor
prior_close,lower,first_touch_rejection,retest_limit,1.0xATR,1.5R,none,1190,2.196,0.379,0.6005,-0.3099,-368.823,-374.415,248,dead
prior_close,lower,first_touch_rejection,retest_limit,1.0xATR,1.5R,ny_am_only,906,1.672,0.372,0.6064,-0.3053,-276.564,-283.172,166,dead
prior_close,lower,first_touch_rejection,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,336,0.62,0.369,0.5295,-0.3843,-129.123,-135.548,81,dead
prior_close,lower,first_touch_rejection,retest_limit,1.0xATR,2R,none,1190,2.196,0.3118,0.6109,-0.3338,-397.228,-410.934,248,dead
prior_close,lower,first_touch_rejection,retest_limit,1.0xATR,2R,ny_am_only,906,1.672,0.3046,0.6152,-0.3297,-298.74,-313.334,166,dead
prior_close,lower,first_touch_rejection,retest_limit,1.0xATR,2R,vwap_slope_agreement,336,0.62,0.2946,0.5278,-0.4329,-145.445,-157.112,81,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,vwap,none,1806,3.332,0.366,0.4846,-0.3524,-636.409,-646.945,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,vwap,ny_am_only,765,1.411,0.3699,0.4306,-0.3672,-280.885,-286.665,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,184,0.339,0.2772,0.289,-0.477,-87.773,-86.605,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,1962,3.62,0.2992,0.4858,-0.4244,-832.672,-833.427,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,prior_day_mid,ny_am_only,938,1.731,0.2889,0.4441,-0.4679,-438.885,-442.322,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,815,1.504,0.2883,0.4754,-0.448,-365.094,-374.377,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,1.5R,none,5048,9.314,0.3827,0.5694,-0.3342,-1687.094,-1701.22,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,1.5R,ny_am_only,2410,4.446,0.3788,0.5956,-0.3138,-756.203,-761.718,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,2150,3.967,0.3912,0.5714,-0.3318,-713.355,-720.406,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,2R,none,5048,9.314,0.3237,0.5926,-0.3459,-1745.907,-1768.848,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,2R,ny_am_only,2410,4.446,0.3141,0.6197,-0.3259,-785.302,-793.951,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,2150,3.967,0.3344,0.6014,-0.337,-724.6,-732.15,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,1.0xATR,vwap,none,1806,3.332,0.4048,0.4826,-0.3064,-553.34,-558.425,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,1.0xATR,vwap,ny_am_only,765,1.411,0.4562,0.5097,-0.2284,-174.761,-176.079,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,184,0.339,0.337,0.2838,-0.3617,-66.559,-65.651,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,1.0xATR,prior_day_mid,none,1962,3.62,0.3338,0.5228,-0.3604,-707.155,-730.212,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,1.0xATR,prior_day_mid,ny_am_only,938,1.731,0.3518,0.5636,-0.3098,-290.619,-311.535,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,815,1.504,0.3141,0.4747,-0.4162,-339.226,-349.062,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,1.0xATR,1.5R,none,5048,9.314,0.3837,0.6106,-0.2986,-1507.323,-1529.006,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,1.0xATR,1.5R,ny_am_only,2410,4.446,0.39,0.679,-0.2361,-569.106,-581.78,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,2150,3.967,0.387,0.5991,-0.3113,-669.222,-674.901,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,1.0xATR,2R,none,5048,9.314,0.3158,0.6172,-0.3251,-1640.916,-1678.599,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,1.0xATR,2R,ny_am_only,2410,4.446,0.3129,0.6668,-0.2761,-665.386,-689.559,0,dead
prior_close,lower,sweep_and_close_back_inside,next_bar_open,1.0xATR,2R,vwap_slope_agreement,2150,3.967,0.3163,0.601,-0.3445,-740.615,-752.283,0,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,vwap,none,2025,3.736,0.3511,0.5736,-0.3291,-666.398,-712.259,886,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,vwap,ny_am_only,1003,1.851,0.3978,0.6687,-0.2215,-222.152,-259.447,371,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,267,0.493,0.3296,0.4885,-0.3252,-86.828,-86.818,406,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,prior_day_mid,none,1861,3.434,0.252,0.4625,-0.5386,-1002.408,-1002.297,886,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,prior_day_mid,ny_am_only,913,1.685,0.2355,0.4553,-0.5485,-500.735,-500.606,371,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,769,1.419,0.2419,0.4637,-0.554,-426.034,-435.78,406,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,1.5R,none,4251,7.843,0.5051,0.7121,-0.2014,-856.044,-903.673,886,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,1.5R,ny_am_only,2039,3.762,0.5228,0.8044,-0.1299,-264.873,-299.35,371,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,1796,3.314,0.505,0.6838,-0.226,-405.851,-431.855,406,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,2R,none,4251,7.843,0.4077,0.7015,-0.2522,-1072.096,-1106.144,886,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,2R,ny_am_only,2039,3.762,0.4282,0.8053,-0.1563,-318.602,-345.235,371,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,1796,3.314,0.4009,0.6576,-0.298,-535.15,-541.34,406,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,1.0xATR,vwap,none,2025,3.736,0.438,0.578,-0.2138,-432.971,-442.58,886,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,1.0xATR,vwap,ny_am_only,1003,1.851,0.5105,0.6666,-0.123,-123.406,-128.717,371,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,1.0xATR,vwap,vwap_slope_agreement,267,0.493,0.4082,0.4363,-0.2008,-53.615,-53.838,406,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,1.0xATR,prior_day_mid,none,1861,3.434,0.3439,0.5636,-0.3176,-591.142,-624.729,886,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,1.0xATR,prior_day_mid,ny_am_only,913,1.685,0.3505,0.6386,-0.248,-226.411,-284.225,371,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,769,1.419,0.3134,0.4434,-0.4361,-335.373,-347.388,406,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,1.0xATR,1.5R,none,4251,7.843,0.3928,0.6357,-0.2744,-1166.325,-1184.819,886,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,1.0xATR,1.5R,ny_am_only,2039,3.762,0.3938,0.6925,-0.2247,-458.242,-472.676,371,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,1796,3.314,0.3953,0.6187,-0.2906,-521.958,-531.644,406,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,1.0xATR,2R,none,4251,7.843,0.3227,0.6406,-0.3003,-1276.568,-1304.53,886,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,1.0xATR,2R,ny_am_only,2039,3.762,0.3222,0.6954,-0.249,-507.782,-529.716,371,dead
prior_close,lower,sweep_and_close_back_inside,retest_limit,1.0xATR,2R,vwap_slope_agreement,1796,3.314,0.3241,0.6268,-0.3151,-565.923,-579.579,406,dead
prior_close,upper,break_and_retest,next_bar_open,beyond_extreme_2tk,vwap,none,594,1.096,0.2677,0.3721,-0.6276,-372.81,-386.564,0,dead
prior_close,upper,break_and_retest,next_bar_open,beyond_extreme_2tk,vwap,ny_am_only,214,0.395,0.257,0.2496,-0.6928,-148.266,-147.94,0,dead
prior_close,upper,break_and_retest,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,71,0.131,0.2676,0.2309,-0.6605,-46.892,-46.731,0,sub_floor
prior_close,upper,break_and_retest,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,702,1.295,0.2279,0.3337,-0.9227,-647.737,-649.06,0,dead
prior_close,upper,break_and_retest,next_bar_open,beyond_extreme_2tk,prior_day_mid,ny_am_only,300,0.554,0.2167,0.4478,-0.6091,-182.74,-187.233,0,dead
prior_close,upper,break_and_retest,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,356,0.657,0.236,0.3239,-1.0774,-383.555,-385.133,0,dead
prior_close,upper,break_and_retest,next_bar_open,beyond_extreme_2tk,1.5R,none,1857,3.426,0.3673,0.3088,-0.7568,-1405.403,-1406.428,0,dead
prior_close,upper,break_and_retest,next_bar_open,beyond_extreme_2tk,1.5R,ny_am_only,766,1.413,0.3629,0.3744,-0.6064,-464.505,-463.954,0,dead
prior_close,upper,break_and_retest,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,1001,1.847,0.3816,0.2948,-0.8271,-827.901,-828.18,0,dead
prior_close,upper,break_and_retest,next_bar_open,beyond_extreme_2tk,2R,none,1857,3.426,0.3145,0.3553,-0.7655,-1421.541,-1423.31,0,dead
prior_close,upper,break_and_retest,next_bar_open,beyond_extreme_2tk,2R,ny_am_only,766,1.413,0.3016,0.4107,-0.6302,-482.756,-482.475,0,dead
prior_close,upper,break_and_retest,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,1001,1.847,0.3187,0.3333,-0.8496,-850.498,-850.599,0,dead
prior_close,upper,break_and_retest,next_bar_open,1.0xATR,vwap,none,594,1.096,0.3771,0.4096,-0.3612,-214.581,-216.795,0,dead
prior_close,upper,break_and_retest,next_bar_open,1.0xATR,vwap,ny_am_only,214,0.395,0.3925,0.3675,-0.3102,-66.375,-66.809,0,dead
prior_close,upper,break_and_retest,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,71,0.131,0.3944,0.2938,-0.2711,-19.247,-19.394,0,sub_floor
prior_close,upper,break_and_retest,next_bar_open,1.0xATR,prior_day_mid,none,702,1.295,0.3248,0.5002,-0.3996,-280.495,-293.128,0,dead
prior_close,upper,break_and_retest,next_bar_open,1.0xATR,prior_day_mid,ny_am_only,300,0.554,0.34,0.5889,-0.2933,-87.994,-104.225,0,dead
prior_close,upper,break_and_retest,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,356,0.657,0.3315,0.5221,-0.3782,-134.635,-140.384,0,dead
prior_close,upper,break_and_retest,next_bar_open,1.0xATR,1.5R,none,1857,3.426,0.4006,0.5478,-0.3694,-686.019,-701.318,0,dead
prior_close,upper,break_and_retest,next_bar_open,1.0xATR,1.5R,ny_am_only,766,1.413,0.4099,0.6662,-0.2515,-192.651,-216.136,0,dead
prior_close,upper,break_and_retest,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,1001,1.847,0.4106,0.5521,-0.3663,-366.681,-373.378,0,dead
prior_close,upper,break_and_retest,next_bar_open,1.0xATR,2R,none,1857,3.426,0.3247,0.5541,-0.4092,-759.825,-773.839,0,dead
prior_close,upper,break_and_retest,next_bar_open,1.0xATR,2R,ny_am_only,766,1.413,0.3329,0.6724,-0.2782,-213.086,-244.161,0,dead
prior_close,upper,break_and_retest,next_bar_open,1.0xATR,2R,vwap_slope_agreement,1001,1.847,0.3267,0.5441,-0.4242,-424.672,-432.103,0,dead
prior_close,upper,break_and_retest,retest_limit,beyond_extreme_2tk,vwap,none,654,1.207,0.2645,0.3798,-0.7278,-475.959,-488.809,267,dead
prior_close,upper,break_and_retest,retest_limit,beyond_extreme_2tk,vwap,ny_am_only,264,0.487,0.3144,0.3912,-0.6313,-166.653,-174.749,104,dead
prior_close,upper,break_and_retest,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,99,0.183,0.2626,0.4258,-0.5262,-52.09,-52.795,153,sub_floor
prior_close,upper,break_and_retest,retest_limit,beyond_extreme_2tk,prior_day_mid,none,659,1.216,0.1942,0.3955,-0.8849,-583.125,-591.016,267,dead
prior_close,upper,break_and_retest,retest_limit,beyond_extreme_2tk,prior_day_mid,ny_am_only,283,0.522,0.159,0.4235,-0.841,-238.002,-238.831,104,dead
prior_close,upper,break_and_retest,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,336,0.62,0.2143,0.4456,-0.8069,-271.111,-282.12,153,dead
prior_close,upper,break_and_retest,retest_limit,beyond_extreme_2tk,1.5R,none,1619,2.987,0.467,0.3683,-0.537,-869.456,-867.33,267,dead
prior_close,upper,break_and_retest,retest_limit,beyond_extreme_2tk,1.5R,ny_am_only,662,1.221,0.497,0.4452,-0.4449,-294.541,-292.415,104,dead
prior_close,upper,break_and_retest,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,869,1.603,0.4511,0.335,-0.5845,-507.957,-508.458,153,dead
prior_close,upper,break_and_retest,retest_limit,beyond_extreme_2tk,2R,none,1619,2.987,0.4565,0.4525,-0.5595,-905.775,-903.649,267,dead
prior_close,upper,break_and_retest,retest_limit,beyond_extreme_2tk,2R,ny_am_only,662,1.221,0.4849,0.5616,-0.417,-276.041,-275.607,104,dead
prior_close,upper,break_and_retest,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,869,1.603,0.4396,0.4025,-0.6354,-552.138,-552.347,153,dead
prior_close,upper,break_and_retest,retest_limit,1.0xATR,vwap,none,654,1.207,0.4052,0.4317,-0.3238,-211.746,-216.733,267,dead
prior_close,upper,break_and_retest,retest_limit,1.0xATR,vwap,ny_am_only,264,0.487,0.4886,0.4861,-0.2021,-53.365,-55.858,104,dead
prior_close,upper,break_and_retest,retest_limit,1.0xATR,vwap,vwap_slope_agreement,99,0.183,0.3939,0.3698,-0.2039,-20.186,-20.473,153,sub_floor
prior_close,upper,break_and_retest,retest_limit,1.0xATR,prior_day_mid,none,659,1.216,0.3338,0.5104,-0.3848,-253.596,-267.498,267,dead
prior_close,upper,break_and_retest,retest_limit,1.0xATR,prior_day_mid,ny_am_only,283,0.522,0.3392,0.633,-0.2594,-73.409,-94.587,104,dead
prior_close,upper,break_and_retest,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,336,0.62,0.3333,0.4682,-0.4209,-141.407,-147.251,153,dead
prior_close,upper,break_and_retest,retest_limit,1.0xATR,1.5R,none,1619,2.987,0.4095,0.5679,-0.3449,-558.474,-582.714,267,dead
prior_close,upper,break_and_retest,retest_limit,1.0xATR,1.5R,ny_am_only,662,1.221,0.4169,0.6858,-0.2327,-154.047,-174.308,104,dead
prior_close,upper,break_and_retest,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,869,1.603,0.4051,0.5383,-0.3744,-325.331,-329.953,153,dead
prior_close,upper,break_and_retest,retest_limit,1.0xATR,2R,none,1619,2.987,0.3323,0.5675,-0.3907,-632.485,-651.614,267,dead
prior_close,upper,break_and_retest,retest_limit,1.0xATR,2R,ny_am_only,662,1.221,0.3414,0.6981,-0.2522,-166.931,-191.931,104,dead
prior_close,upper,break_and_retest,retest_limit,1.0xATR,2R,vwap_slope_agreement,869,1.603,0.3245,0.53,-0.4337,-376.902,-380.754,153,dead
prior_close,upper,first_touch_rejection,next_bar_open,beyond_extreme_2tk,vwap,none,442,0.815,0.3348,0.4751,-0.4637,-204.934,-205.987,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,beyond_extreme_2tk,vwap,ny_am_only,316,0.583,0.3734,0.5478,-0.352,-111.235,-113.324,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,3,0.006,0.6667,1.0165,0.0068,0.02,-1.241,0,sub_floor
prior_close,upper,first_touch_rejection,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,712,1.314,0.3301,0.5737,-0.3573,-254.39,-255.073,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,beyond_extreme_2tk,prior_day_mid,ny_am_only,546,1.007,0.3333,0.553,-0.372,-203.086,-204.794,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,216,0.399,0.3565,0.5879,-0.2906,-62.767,-68.946,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,beyond_extreme_2tk,1.5R,none,1385,2.555,0.3791,0.5574,-0.3503,-485.169,-488.944,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,beyond_extreme_2tk,1.5R,ny_am_only,1049,1.935,0.3718,0.5563,-0.3526,-369.828,-372.489,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,456,0.841,0.3991,0.6929,-0.2199,-100.255,-113.757,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,beyond_extreme_2tk,2R,none,1385,2.555,0.3177,0.5847,-0.3604,-499.16,-505.068,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,beyond_extreme_2tk,2R,ny_am_only,1049,1.935,0.3051,0.5706,-0.3758,-394.212,-399.29,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,456,0.841,0.3465,0.7385,-0.2033,-92.716,-110.719,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,1.0xATR,vwap,none,442,0.815,0.3914,0.4606,-0.3598,-159.042,-160.079,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,1.0xATR,vwap,ny_am_only,316,0.583,0.4494,0.504,-0.259,-81.845,-83.987,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,3,0.006,1.0,inf,0.4144,1.243,0.0,0,insufficient_n
prior_close,upper,first_touch_rejection,next_bar_open,1.0xATR,prior_day_mid,none,712,1.314,0.3343,0.5318,-0.3699,-263.349,-272.977,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,1.0xATR,prior_day_mid,ny_am_only,546,1.007,0.3498,0.5675,-0.3248,-177.35,-181.55,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,216,0.399,0.3102,0.4842,-0.428,-92.443,-99.757,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,1.0xATR,1.5R,none,1385,2.555,0.3711,0.5724,-0.3361,-465.431,-468.272,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,1.0xATR,1.5R,ny_am_only,1049,1.935,0.3651,0.583,-0.3236,-339.443,-340.293,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,456,0.841,0.4079,0.6517,-0.2648,-120.744,-130.862,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,1.0xATR,2R,none,1385,2.555,0.3119,0.6014,-0.3439,-476.341,-479.682,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,1.0xATR,2R,ny_am_only,1049,1.935,0.3031,0.6046,-0.3368,-353.343,-354.411,0,dead
prior_close,upper,first_touch_rejection,next_bar_open,1.0xATR,2R,vwap_slope_agreement,456,0.841,0.3553,0.7215,-0.2318,-105.683,-125.801,0,dead
prior_close,upper,first_touch_rejection,retest_limit,beyond_extreme_2tk,vwap,none,524,0.967,0.3531,0.5313,-0.4905,-257.041,-265.921,219,dead
prior_close,upper,first_touch_rejection,retest_limit,beyond_extreme_2tk,vwap,ny_am_only,416,0.768,0.4014,0.6774,-0.2942,-122.394,-139.949,152,dead
prior_close,upper,first_touch_rejection,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,3,0.006,0.6667,2.2403,0.5347,1.604,-1.293,80,sub_floor
prior_close,upper,first_touch_rejection,retest_limit,beyond_extreme_2tk,prior_day_mid,none,673,1.242,0.2615,0.4443,-0.6236,-419.682,-418.188,219,dead
prior_close,upper,first_touch_rejection,retest_limit,beyond_extreme_2tk,prior_day_mid,ny_am_only,515,0.95,0.2563,0.4758,-0.5873,-302.435,-311.568,152,dead
