cell,n,tr_wk,wr,pf,expR,totR,maxDD_R,n_long,n_short,slip_0.015R_pf,slip_0.03R_pf,labels,per_year_pf,per_year_n,classifier,trigger,entry,stop,exit,kill_gate_verdict
C3_gap_and_go|T2_shallow_25_38|E2_break_pullback|ST1_swing|X3_new_extreme,353,0.655,45.6,0.507,-0.2514,-88.75,89.124,209,144,0.486,0.465,-,"{2016: 0.244, 2017: 0.201, 2018: 0.563, 2019: 0.567, 2020: 0.305, 2021: 0.653, 2022: 0.356, 2023: 1.251, 2024: 0.795, 2025: 1.575, 2026: 0.286}","{2016: 38, 2017: 28, 2018: 34, 2019: 37, 2020: 39, 2021: 30, 2022: 36, 2023: 27, 2024: 31, 2025: 34, 2026: 19}",C3_gap_and_go,T2_shallow_25_38,E2_break_pullback,ST1_swing,X3_new_extreme,DEAD
C3_gap_and_go|T2_shallow_25_38|E2_break_pullback|ST2_atr1.5|X1_R2,353,0.655,36.0,0.775,-0.1672,-59.024,57.764,209,144,0.758,0.741,-,"{2016: 0.484, 2017: 0.584, 2018: 0.761, 2019: 1.27, 2020: 0.39, 2021: 1.099, 2022: 1.043, 2023: 1.406, 2024: 1.073, 2025: 0.552, 2026: 0.387}","{2016: 38, 2017: 28, 2018: 34, 2019: 37, 2020: 39, 2021: 30, 2022: 36, 2023: 27, 2024: 31, 2025: 34, 2026: 19}",C3_gap_and_go,T2_shallow_25_38,E2_break_pullback,ST2_atr1.5,X1_R2,DEAD
C3_gap_and_go|T2_shallow_25_38|E2_break_pullback|ST2_atr1.5|X2_trail3.5,353,0.655,30.9,0.792,-0.1547,-54.604,55.1,209,144,0.775,0.759,-,"{2016: 0.541, 2017: 0.543, 2018: 1.182, 2019: 0.644, 2020: 0.386, 2021: 1.176, 2022: 0.919, 2023: 1.787, 2024: 1.162, 2025: 0.506, 2026: 0.407}","{2016: 38, 2017: 28, 2018: 34, 2019: 37, 2020: 39, 2021: 30, 2022: 36, 2023: 27, 2024: 31, 2025: 34, 2026: 19}",C3_gap_and_go,T2_shallow_25_38,E2_break_pullback,ST2_atr1.5,X2_trail3.5,DEAD
C3_gap_and_go|T2_shallow_25_38|E2_break_pullback|ST2_atr1.5|X3_new_extreme,353,0.655,51.3,0.475,-0.2165,-76.41,80.709,209,144,0.449,0.423,-,"{2016: 0.252, 2017: 0.118, 2018: 0.446, 2019: 0.549, 2020: 0.235, 2021: 0.578, 2022: 0.42, 2023: 1.528, 2024: 1.026, 2025: 1.45, 2026: 0.548}","{2016: 38, 2017: 28, 2018: 34, 2019: 37, 2020: 39, 2021: 30, 2022: 36, 2023: 27, 2024: 31, 2025: 34, 2026: 19}",C3_gap_and_go,T2_shallow_25_38,E2_break_pullback,ST2_atr1.5,X3_new_extreme,DEAD
C3_gap_and_go|T3_medium_50_618|E1_next_open|ST1_swing|X1_R2,405,0.752,36.0,0.436,-0.6027,-244.075,245.468,232,173,0.427,0.418,-,"{2016: 0.256, 2017: 0.113, 2018: 0.306, 2019: 0.204, 2020: 0.525, 2021: 0.565, 2022: 0.51, 2023: 0.611, 2024: 0.885, 2025: 0.919, 2026: 0.672}","{2016: 43, 2017: 35, 2018: 45, 2019: 41, 2020: 46, 2021: 25, 2022: 45, 2023: 33, 2024: 35, 2025: 37, 2026: 20}",C3_gap_and_go,T3_medium_50_618,E1_next_open,ST1_swing,X1_R2,DEAD
C3_gap_and_go|T3_medium_50_618|E1_next_open|ST1_swing|X2_trail3.5,405,0.752,15.6,0.647,-0.5181,-209.836,208.854,232,173,0.64,0.633,-,"{2016: 0.188, 2017: 0.803, 2018: 1.159, 2019: 0.468, 2020: 1.105, 2021: 0.644, 2022: 0.867, 2023: 0.36, 2024: 0.472, 2025: 0.434, 2026: 0.334}","{2016: 43, 2017: 35, 2018: 45, 2019: 41, 2020: 46, 2021: 25, 2022: 45, 2023: 33, 2024: 35, 2025: 37, 2026: 20}",C3_gap_and_go,T3_medium_50_618,E1_next_open,ST1_swing,X2_trail3.5,DEAD
C3_gap_and_go|T3_medium_50_618|E1_next_open|ST1_swing|X3_new_extreme,405,0.752,22.5,0.438,-0.7795,-315.678,326.892,232,173,0.431,0.426,-,"{2016: 0.391, 2017: 0.336, 2018: 0.321, 2019: 0.274, 2020: 0.735, 2021: 0.158, 2022: 0.642, 2023: 0.657, 2024: 0.319, 2025: 0.6, 2026: 0.457}","{2016: 43, 2017: 35, 2018: 45, 2019: 41, 2020: 46, 2021: 25, 2022: 45, 2023: 33, 2024: 35, 2025: 37, 2026: 20}",C3_gap_and_go,T3_medium_50_618,E1_next_open,ST1_swing,X3_new_extreme,DEAD
C3_gap_and_go|T3_medium_50_618|E1_next_open|ST2_atr1.5|X1_R2,410,0.761,36.3,0.8,-0.148,-60.68,70.847,233,177,0.783,0.766,-,"{2016: 0.577, 2017: 0.571, 2018: 0.658, 2019: 0.749, 2020: 0.842, 2021: 0.959, 2022: 1.034, 2023: 0.995, 2024: 0.749, 2025: 1.108, 2026: 0.943}","{2016: 43, 2017: 36, 2018: 46, 2019: 42, 2020: 46, 2021: 25, 2022: 45, 2023: 34, 2024: 35, 2025: 37, 2026: 21}",C3_gap_and_go,T3_medium_50_618,E1_next_open,ST2_atr1.5,X1_R2,DEAD
C3_gap_and_go|T3_medium_50_618|E1_next_open|ST2_atr1.5|X2_trail3.5,410,0.761,31.2,0.848,-0.1124,-46.091,51.309,233,177,0.83,0.813,-,"{2016: 0.317, 2017: 1.089, 2018: 0.86, 2019: 0.626, 2020: 0.888, 2021: 0.946, 2022: 1.422, 2023: 1.251, 2024: 0.613, 2025: 0.81, 2026: 0.697}","{2016: 43, 2017: 36, 2018: 46, 2019: 42, 2020: 46, 2021: 25, 2022: 45, 2023: 34, 2024: 35, 2025: 37, 2026: 21}",C3_gap_and_go,T3_medium_50_618,E1_next_open,ST2_atr1.5,X2_trail3.5,DEAD
C3_gap_and_go|T3_medium_50_618|E1_next_open|ST2_atr1.5|X3_new_extreme,410,0.761,43.7,0.683,-0.2094,-85.865,89.866,233,177,0.665,0.647,-,"{2016: 0.483, 2017: 0.512, 2018: 0.374, 2019: 0.866, 2020: 0.67, 2021: 0.529, 2022: 1.116, 2023: 1.185, 2024: 0.631, 2025: 0.788, 2026: 0.747}","{2016: 43, 2017: 36, 2018: 46, 2019: 42, 2020: 46, 2021: 25, 2022: 45, 2023: 34, 2024: 35, 2025: 37, 2026: 21}",C3_gap_and_go,T3_medium_50_618,E1_next_open,ST2_atr1.5,X3_new_extreme,DEAD
C3_gap_and_go|T3_medium_50_618|E2_break_pullback|ST1_swing|X1_R2,272,0.506,33.8,0.678,-0.2653,-72.168,76.105,148,124,0.663,0.65,-,"{2016: 0.385, 2017: 0.64, 2018: 0.728, 2019: 0.359, 2020: 0.721, 2021: 0.912, 2022: 0.693, 2023: 0.85, 2024: 1.161, 2025: 1.115, 2026: 0.398}","{2016: 27, 2017: 21, 2018: 25, 2019: 31, 2020: 33, 2021: 18, 2022: 31, 2023: 22, 2024: 21, 2025: 27, 2026: 16}",C3_gap_and_go,T3_medium_50_618,E2_break_pullback,ST1_swing,X1_R2,DEAD
C3_gap_and_go|T3_medium_50_618|E2_break_pullback|ST1_swing|X2_trail3.5,272,0.506,23.9,0.853,-0.1314,-35.733,39.367,148,124,0.839,0.824,-,"{2016: 0.222, 2017: 1.352, 2018: 1.744, 2019: 0.573, 2020: 0.91, 2021: 1.437, 2022: 0.592, 2023: 1.266, 2024: 0.748, 2025: 0.966, 2026: 0.168}","{2016: 27, 2017: 21, 2018: 25, 2019: 31, 2020: 33, 2021: 18, 2022: 31, 2023: 22, 2024: 21, 2025: 27, 2026: 16}",C3_gap_and_go,T3_medium_50_618,E2_break_pullback,ST1_swing,X2_trail3.5,DEAD
C3_gap_and_go|T3_medium_50_618|E2_break_pullback|ST1_swing|X3_new_extreme,272,0.506,41.5,0.536,-0.328,-89.214,91.076,148,124,0.521,0.506,-,"{2016: 0.304, 2017: 0.438, 2018: 0.468, 2019: 0.332, 2020: 0.557, 2021: 0.308, 2022: 0.62, 2023: 1.574, 2024: 0.538, 2025: 0.869, 2026: 0.408}","{2016: 27, 2017: 21, 2018: 25, 2019: 31, 2020: 33, 2021: 18, 2022: 31, 2023: 22, 2024: 21, 2025: 27, 2026: 16}",C3_gap_and_go,T3_medium_50_618,E2_break_pullback,ST1_swing,X3_new_extreme,DEAD
C3_gap_and_go|T3_medium_50_618|E2_break_pullback|ST2_atr1.5|X1_R2,272,0.506,36.8,0.79,-0.1537,-41.808,46.851,148,124,0.772,0.755,-,"{2016: 0.438, 2017: 0.726, 2018: 0.917, 2019: 0.536, 2020: 0.793, 2021: 1.195, 2022: 0.885, 2023: 1.09, 2024: 0.854, 2025: 1.276, 2026: 0.488}","{2016: 27, 2017: 21, 2018: 25, 2019: 31, 2020: 33, 2021: 18, 2022: 31, 2023: 22, 2024: 21, 2025: 27, 2026: 16}",C3_gap_and_go,T3_medium_50_618,E2_break_pullback,ST2_atr1.5,X1_R2,DEAD
C3_gap_and_go|T3_medium_50_618|E2_break_pullback|ST2_atr1.5|X2_trail3.5,272,0.506,31.6,0.877,-0.0907,-24.674,28.783,148,124,0.859,0.841,-,"{2016: 0.286, 2017: 1.192, 2018: 1.566, 2019: 0.58, 2020: 0.755, 2021: 1.407, 2022: 1.076, 2023: 1.418, 2024: 0.56, 2025: 0.894, 2026: 0.533}","{2016: 27, 2017: 21, 2018: 25, 2019: 31, 2020: 33, 2021: 18, 2022: 31, 2023: 22, 2024: 21, 2025: 27, 2026: 16}",C3_gap_and_go,T3_medium_50_618,E2_break_pullback,ST2_atr1.5,X2_trail3.5,DEAD
C3_gap_and_go|T3_medium_50_618|E2_break_pullback|ST2_atr1.5|X3_new_extreme,272,0.506,50.0,0.614,-0.2204,-59.943,62.812,148,124,0.593,0.572,-,"{2016: 0.324, 2017: 0.309, 2018: 0.573, 2019: 0.46, 2020: 0.607, 2021: 0.704, 2022: 0.72, 2023: 1.898, 2024: 0.576, 2025: 0.803, 2026: 0.549}","{2016: 27, 2017: 21, 2018: 25, 2019: 31, 2020: 33, 2021: 18, 2022: 31, 2023: 22, 2024: 21, 2025: 27, 2026: 16}",C3_gap_and_go,T3_medium_50_618,E2_break_pullback,ST2_atr1.5,X3_new_extreme,DEAD
