level,side,event_type,window,entry_type,stop_type,exit_type,filter,n,tr_wk,wr,pf,expR,totR,maxDD_R,n_no_retest_skip,flag
on_lo,lower,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,1.5R,none,1161,2.142,0.5056,0.6811,-0.2205,-255.982,-266.348,232,dead
on_lo,lower,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,204,0.376,0.4412,0.6385,-0.27,-55.076,-61.267,46,dead
on_lo,lower,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,2R,none,1161,2.142,0.4574,0.7438,-0.2069,-240.175,-255.043,232,dead
on_lo,lower,first_touch_rejection,full_rth,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,204,0.376,0.3873,0.6614,-0.2886,-58.874,-68.922,46,dead
on_lo,lower,first_touch_rejection,full_rth,retest_limit,1.0xATR,vwap,none,770,1.421,0.4636,0.6462,-0.2027,-156.062,-161.154,232,dead
on_lo,lower,first_touch_rejection,full_rth,retest_limit,1.0xATR,vwap,vwap_slope_agreement,21,0.039,0.4762,0.8918,-0.0728,-1.529,-8.335,46,sub_floor
on_lo,lower,first_touch_rejection,full_rth,retest_limit,1.0xATR,prior_day_mid,none,723,1.334,0.3541,0.6926,-0.2229,-161.175,-169.916,232,dead
on_lo,lower,first_touch_rejection,full_rth,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,126,0.232,0.3254,0.6178,-0.3028,-38.156,-41.655,46,sub_floor
on_lo,lower,first_touch_rejection,full_rth,retest_limit,1.0xATR,1.5R,none,1161,2.142,0.4152,0.703,-0.2158,-250.601,-260.235,232,dead
on_lo,lower,first_touch_rejection,full_rth,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,204,0.376,0.4167,0.6899,-0.2315,-47.235,-56.625,46,dead
on_lo,lower,first_touch_rejection,full_rth,retest_limit,1.0xATR,2R,none,1161,2.142,0.348,0.7182,-0.2282,-264.998,-284.029,232,dead
on_lo,lower,first_touch_rejection,full_rth,retest_limit,1.0xATR,2R,vwap_slope_agreement,204,0.376,0.3676,0.785,-0.1727,-35.235,-53.625,46,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,vwap,none,479,0.884,0.3946,0.5175,-0.2755,-131.972,-130.649,0,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,33,0.061,0.3939,0.3262,-0.4789,-15.803,-15.543,0,sub_floor
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,754,1.391,0.3156,0.6747,-0.2615,-197.184,-206.216,0,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,109,0.201,0.367,0.8664,-0.0967,-10.537,-21.287,0,sub_floor
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,1.5R,none,1302,2.402,0.3863,0.6169,-0.295,-384.075,-382.752,0,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,206,0.38,0.4029,0.6444,-0.2738,-56.394,-67.23,0,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,2R,none,1302,2.402,0.3287,0.6599,-0.2859,-372.194,-371.54,0,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,206,0.38,0.3592,0.7444,-0.2104,-43.337,-61.73,0,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,vwap,none,479,0.884,0.4969,0.6371,-0.1325,-63.452,-63.714,0,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,33,0.061,0.4848,0.4457,-0.2634,-8.693,-8.371,0,sub_floor
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,prior_day_mid,none,754,1.391,0.3621,0.6872,-0.2176,-164.083,-176.138,0,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,109,0.201,0.4128,0.9365,-0.0389,-4.243,-15.725,0,sub_floor
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,1.5R,none,1302,2.402,0.3886,0.6856,-0.2302,-299.706,-325.566,0,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,206,0.38,0.4223,0.7623,-0.1686,-34.736,-51.177,0,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,2R,none,1302,2.402,0.3303,0.7253,-0.22,-286.375,-311.294,0,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,next_bar_open,1.0xATR,2R,vwap_slope_agreement,206,0.38,0.3786,0.8722,-0.097,-19.974,-40.917,0,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,vwap,none,675,1.245,0.4578,0.8529,-0.0862,-58.178,-68.041,207,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,49,0.09,0.3878,0.4671,-0.3677,-18.017,-21.785,37,sub_floor
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,prior_day_mid,none,674,1.244,0.2404,0.6267,-0.3909,-263.474,-261.484,207,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,96,0.177,0.2812,0.8435,-0.1477,-14.177,-35.947,37,sub_floor
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,1.5R,none,1095,2.02,0.5242,0.8068,-0.1299,-142.225,-173.664,207,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,169,0.312,0.4734,0.6458,-0.2722,-45.994,-56.225,37,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,2R,none,1095,2.02,0.4265,0.8003,-0.1618,-177.188,-195.636,207,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,169,0.312,0.3905,0.6756,-0.2874,-48.575,-50.858,37,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,vwap,none,675,1.245,0.5748,0.7684,-0.0699,-47.178,-56.156,207,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,vwap,vwap_slope_agreement,49,0.09,0.4898,0.4862,-0.2002,-9.808,-10.393,37,sub_floor
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,prior_day_mid,none,674,1.244,0.365,0.7404,-0.1824,-122.949,-135.299,207,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,96,0.177,0.3958,0.954,-0.0301,-2.886,-17.238,37,sub_floor
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,1.5R,none,1095,2.02,0.389,0.6926,-0.2247,-245.999,-282.261,207,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,169,0.312,0.4024,0.6986,-0.2235,-37.764,-49.72,37,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,2R,none,1095,2.02,0.3352,0.7452,-0.202,-221.16,-264.922,207,dead
on_lo,lower,sweep_and_close_back_inside,0930_1030,retest_limit,1.0xATR,2R,vwap_slope_agreement,169,0.312,0.3432,0.7525,-0.1998,-33.764,-48.14,37,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,vwap,none,734,1.354,0.4046,0.5971,-0.2553,-187.425,-186.94,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,71,0.131,0.3521,0.3353,-0.4466,-31.708,-32.488,0,sub_floor
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,885,1.633,0.3254,0.7468,-0.2063,-182.574,-181.35,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,335,0.618,0.3075,0.6259,-0.3146,-105.385,-119.622,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,1.5R,none,1485,2.74,0.3906,0.6091,-0.302,-448.41,-449.416,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,534,0.985,0.4007,0.637,-0.2764,-147.599,-157.44,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,2R,none,1485,2.74,0.3259,0.6422,-0.3045,-452.245,-454.751,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,534,0.985,0.3464,0.7105,-0.2391,-127.666,-150.036,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,vwap,none,734,1.354,0.4809,0.6545,-0.1668,-122.435,-122.16,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,71,0.131,0.4648,0.5236,-0.1853,-13.158,-14.703,0,sub_floor
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,prior_day_mid,none,885,1.633,0.3774,0.7918,-0.1454,-128.719,-133.947,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,335,0.618,0.3731,0.8195,-0.1273,-42.653,-60.435,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,1.5R,none,1485,2.74,0.3987,0.6867,-0.23,-341.596,-342.74,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,534,0.985,0.4213,0.7549,-0.1728,-92.283,-112.313,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,2R,none,1485,2.74,0.332,0.7121,-0.2343,-347.997,-350.641,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,next_bar_open,1.0xATR,2R,vwap_slope_agreement,534,0.985,0.3633,0.8194,-0.1397,-74.605,-96.225,0,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,vwap,none,752,1.387,0.391,0.6362,-0.2944,-221.37,-228.194,236,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,96,0.177,0.3646,0.415,-0.4046,-38.839,-41.93,94,sub_floor
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,prior_day_mid,none,786,1.45,0.2481,0.6775,-0.3392,-266.58,-265.307,236,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,292,0.539,0.2432,0.5548,-0.4783,-139.649,-150.384,94,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,1.5R,none,1249,2.304,0.5196,0.7735,-0.1559,-194.778,-229.512,236,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,440,0.812,0.5182,0.766,-0.1628,-71.645,-89.529,94,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,2R,none,1249,2.304,0.4155,0.7449,-0.2132,-266.237,-280.429,236,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,440,0.812,0.4114,0.7328,-0.2274,-100.038,-116.628,94,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,vwap,none,752,1.387,0.5186,0.6805,-0.1562,-117.434,-119.649,236,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,vwap,vwap_slope_agreement,96,0.177,0.4896,0.5375,-0.1583,-15.201,-16.989,94,sub_floor
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,prior_day_mid,none,786,1.45,0.3626,0.7793,-0.1594,-125.269,-133.93,236,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,292,0.539,0.3664,0.7499,-0.1855,-54.155,-77.034,94,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,1.5R,none,1249,2.304,0.3891,0.6627,-0.2516,-314.276,-316.725,236,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,440,0.812,0.4114,0.7254,-0.1973,-86.833,-102.827,94,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,2R,none,1249,2.304,0.3139,0.6582,-0.2852,-356.229,-358.606,236,dead
on_lo,lower,sweep_and_close_back_inside,1000_1130,retest_limit,1.0xATR,2R,vwap_slope_agreement,440,0.812,0.3523,0.7828,-0.171,-75.257,-104.392,94,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,vwap,none,2357,4.349,0.3644,0.5289,-0.3284,-774.057,-781.851,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,142,0.262,0.3099,0.3241,-0.464,-65.893,-66.212,0,sub_floor
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,2842,5.244,0.304,0.6858,-0.2619,-744.443,-771.812,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,898,1.657,0.2951,0.6455,-0.3077,-276.288,-288.868,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,1.5R,none,4762,8.786,0.3893,0.5843,-0.3194,-1520.872,-1522.359,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,1441,2.659,0.406,0.6131,-0.2917,-420.35,-430.308,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,2R,none,4762,8.786,0.331,0.6153,-0.3233,-1539.332,-1543.819,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,1441,2.659,0.3525,0.6638,-0.2757,-397.227,-419.642,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,vwap,none,2357,4.349,0.4158,0.5521,-0.2634,-620.906,-624.016,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,142,0.262,0.3873,0.3834,-0.2918,-41.429,-41.532,0,sub_floor
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,prior_day_mid,none,2842,5.244,0.3322,0.682,-0.2433,-691.513,-700.469,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,898,1.657,0.3207,0.6944,-0.2441,-219.217,-227.265,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,1.5R,none,4762,8.786,0.3933,0.638,-0.2719,-1294.856,-1303.141,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,1441,2.659,0.4226,0.7034,-0.2148,-309.585,-319.903,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,2R,none,4762,8.786,0.3307,0.6625,-0.2789,-1328.02,-1330.417,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,next_bar_open,1.0xATR,2R,vwap_slope_agreement,1441,2.659,0.3553,0.7309,-0.2169,-312.493,-322.473,0,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,vwap,none,2526,4.661,0.3523,0.6108,-0.3222,-813.937,-813.0,817,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,203,0.375,0.3547,0.5667,-0.2953,-59.947,-63.229,285,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,prior_day_mid,none,2559,4.721,0.2341,0.6329,-0.3872,-990.879,-993.848,817,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,784,1.446,0.2296,0.6018,-0.4351,-341.085,-353.516,285,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,1.5R,none,4026,7.428,0.5196,0.7483,-0.1728,-695.613,-727.202,817,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,1187,2.19,0.5173,0.7241,-0.1927,-228.735,-241.689,285,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,2R,none,4026,7.428,0.4277,0.7619,-0.1947,-783.689,-812.554,817,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,1187,2.19,0.4179,0.7201,-0.2359,-280.043,-290.117,285,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,vwap,none,2526,4.661,0.4632,0.6403,-0.1908,-482.052,-489.61,817,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,vwap,vwap_slope_agreement,203,0.375,0.4483,0.5001,-0.1815,-36.853,-37.839,285,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,prior_day_mid,none,2559,4.721,0.3329,0.7097,-0.2167,-554.552,-553.725,817,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,784,1.446,0.3304,0.7063,-0.2296,-180.028,-199.803,285,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,1.5R,none,4026,7.428,0.4049,0.6755,-0.2381,-958.399,-973.474,817,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,1187,2.19,0.417,0.6932,-0.2237,-265.576,-276.341,285,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,2R,none,4026,7.428,0.3378,0.6875,-0.254,-1022.778,-1039.027,817,dead
on_lo,lower,sweep_and_close_back_inside,full_rth,retest_limit,1.0xATR,2R,vwap_slope_agreement,1187,2.19,0.3513,0.7305,-0.2174,-258.004,-273.496,285,dead
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,vwap,none,54,0.1,0.0741,0.118,-0.8279,-44.707,-48.565,0,sub_floor
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,25,0.046,0.12,0.1055,-0.915,-22.875,-24.545,0,sub_floor
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,115,0.212,0.2696,0.5273,-0.4601,-52.909,-56.557,0,sub_floor
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,62,0.114,0.1613,0.2644,-0.8521,-52.827,-50.622,0,sub_floor
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,1.5R,none,512,0.945,0.3809,0.4211,-0.5278,-270.234,-270.986,0,dead
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,245,0.452,0.3551,0.3769,-0.6059,-148.443,-150.475,0,dead
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,2R,none,512,0.945,0.332,0.4925,-0.506,-259.074,-257.236,0,dead
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,245,0.452,0.302,0.4244,-0.619,-151.655,-149.875,0,dead
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,1.0xATR,vwap,none,54,0.1,0.1667,0.1355,-0.3129,-16.895,-18.034,0,sub_floor
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,25,0.046,0.28,0.2178,-0.2418,-6.044,-6.695,0,sub_floor
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,1.0xATR,prior_day_mid,none,115,0.212,0.3826,0.6526,-0.2234,-25.687,-24.749,0,sub_floor
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,62,0.114,0.2903,0.4766,-0.4018,-24.909,-23.608,0,sub_floor
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,1.0xATR,1.5R,none,512,0.945,0.4316,0.7316,-0.1937,-99.183,-99.864,0,dead
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,245,0.452,0.4245,0.7101,-0.2134,-52.283,-53.665,0,dead
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,1.0xATR,2R,none,512,0.945,0.3594,0.7534,-0.2006,-102.702,-103.75,0,dead
pm_hi,upper,break_and_retest,0930_1030,next_bar_open,1.0xATR,2R,vwap_slope_agreement,245,0.452,0.3469,0.7056,-0.2461,-60.301,-63.253,0,dead
pm_hi,upper,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,vwap,none,104,0.192,0.2596,0.2352,-0.6012,-62.523,-65.175,77,sub_floor
pm_hi,upper,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,46,0.085,0.2826,0.2208,-0.6778,-31.177,-30.177,40,sub_floor
pm_hi,upper,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,prior_day_mid,none,110,0.203,0.2182,0.5669,-0.5855,-64.401,-78.081,77,sub_floor
pm_hi,upper,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,56,0.103,0.1071,0.362,-1.0016,-56.088,-54.187,40,sub_floor
pm_hi,upper,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,1.5R,none,435,0.803,0.4943,0.4434,-0.4439,-193.095,-197.029,77,dead
pm_hi,upper,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,205,0.378,0.4488,0.3511,-0.589,-120.746,-123.336,40,dead
pm_hi,upper,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,2R,none,435,0.803,0.4667,0.5097,-0.4738,-206.095,-211.151,77,dead
pm_hi,upper,break_and_retest,0930_1030,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,205,0.378,0.4146,0.3986,-0.6622,-135.746,-135.958,40,dead
pm_hi,upper,break_and_retest,0930_1030,retest_limit,1.0xATR,vwap,none,104,0.192,0.3654,0.3176,-0.1558,-16.204,-17.931,77,sub_floor
pm_hi,upper,break_and_retest,0930_1030,retest_limit,1.0xATR,vwap,vwap_slope_agreement,46,0.085,0.4348,0.4372,-0.122,-5.611,-6.687,40,sub_floor
pm_hi,upper,break_and_retest,0930_1030,retest_limit,1.0xATR,prior_day_mid,none,110,0.203,0.3909,0.7222,-0.1794,-19.737,-23.258,77,sub_floor
pm_hi,upper,break_and_retest,0930_1030,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,56,0.103,0.2857,0.5523,-0.363,-20.329,-19.028,40,sub_floor
pm_hi,upper,break_and_retest,0930_1030,retest_limit,1.0xATR,1.5R,none,435,0.803,0.4437,0.7655,-0.1652,-71.869,-73.644,77,dead
pm_hi,upper,break_and_retest,0930_1030,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,205,0.378,0.4195,0.699,-0.2224,-45.595,-47.454,40,dead
pm_hi,upper,break_and_retest,0930_1030,retest_limit,1.0xATR,2R,none,435,0.803,0.3701,0.7832,-0.1727,-75.114,-79.349,77,dead
pm_hi,upper,break_and_retest,0930_1030,retest_limit,1.0xATR,2R,vwap_slope_agreement,205,0.378,0.3463,0.7118,-0.24,-49.199,-52.082,40,dead
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,vwap,none,98,0.181,0.2245,0.1582,-0.786,-77.032,-75.544,0,sub_floor
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,55,0.101,0.2364,0.2111,-0.7467,-41.071,-42.154,0,sub_floor
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,185,0.341,0.2486,0.4832,-0.5556,-102.791,-108.804,0,dead
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,156,0.288,0.2115,0.3803,-0.7149,-111.521,-111.585,0,sub_floor
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,1.5R,none,745,1.375,0.3893,0.4131,-0.5507,-410.307,-414.429,0,dead
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,624,1.151,0.3638,0.3672,-0.6208,-387.392,-391.514,0,dead
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,2R,none,745,1.375,0.3356,0.4637,-0.5583,-415.923,-417.794,0,dead
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,624,1.151,0.3125,0.4122,-0.6365,-397.192,-399.062,0,dead
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,1.0xATR,vwap,none,98,0.181,0.3878,0.302,-0.2583,-25.313,-27.633,0,sub_floor
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,55,0.101,0.3455,0.226,-0.2935,-16.143,-15.774,0,sub_floor
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,1.0xATR,prior_day_mid,none,185,0.341,0.3838,0.8109,-0.1262,-23.347,-32.757,0,dead
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,156,0.288,0.3462,0.6521,-0.2539,-39.612,-46.663,0,sub_floor
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,1.0xATR,1.5R,none,745,1.375,0.4174,0.6353,-0.2821,-210.162,-211.793,0,dead
pm_hi,upper,break_and_retest,1000_1130,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,624,1.151,0.4022,0.595,-0.3225,-201.253,-202.884,0,dead
